enfp,"[7, 3, 3, 4, 2, 4, 4, 7, 4, 7, 2, 1, 6, 1, 7, 1, 5, 4, 6, 1, 7, 6, 6, 7, 7, 5, 3, 6, 2, 7, 1, 3, 6, 5, 7, 4, 4, 2, 7, 4, 4, 3, 1, 3, 2, 3, 4, 7, 4, 1, 4, 6, 6, 2, 3, 4, 4, 5, 7, 5]"
isfj,"[5, 6, 2, 4, 4, 2, 6, 2, 1, 3, 3, 2, 2, 3, 2, 7, 6, 5, 2, 4, 5, 2, 1, 1, 2, 3, 1, 3, 7, 4, 4, 3, 4, 3, 5, 3, 2, 6, 3, 3, 3, 6, 5, 7, 3, 2, 5, 3, 1, 2, 5, 3, 3, 4, 1, 5, 2, 7, 4, 5]"
istp,"[2, 7, 7, 4, 6, 1, 3, 6, 3, 4, 7, 3, 4, 2, 2, 1, 3, 2, 7, 2, 4, 5, 3, 3, 3, 4, 3, 5, 6, 1, 1, 2, 2, 5, 2, 1, 2, 1, 2, 6, 7, 5, 1, 6, 3, 5, 6, 4, 7, 2, 3, 7, 7, 2, 3, 3, 5, 2, 7, 5]"
isfp,"[2, 4, 5, 2, 5, 2, 5, 7, 5, 7, 3, 3, 6, 2, 3, 4, 5, 6, 6, 1, 5, 1, 7, 2, 5, 7, 1, 7, 6, 7, 5, 3, 1, 7, 3, 3, 7, 5, 2, 7, 5, 4, 6, 7, 7, 5, 7, 7, 5, 3, 3, 7, 2, 1, 2, 5, 7, 7, 2, 6]"
istp,"[4, 5, 1, 5, 5, 2, 3, 3, 4, 7, 1, 5, 2, 7, 2, 1, 4, 5, 2, 7, 7, 7, 6, 7, 3, 6, 2, 7, 2, 3, 1, 2, 6, 4, 1, 7, 3, 2, 1, 1, 6, 4, 1, 1, 4, 7, 6, 5, 7, 1, 5, 7, 6, 3, 2, 7, 4, 6, 1, 2]"
enfj,"[2, 2, 1, 2, 2, 3, 4, 3, 5, 4, 4, 4, 4, 7, 2, 5, 5, 7, 1, 4, 4, 2, 7, 5, 4, 3, 5, 5, 7, 3, 2, 5, 2, 5, 6, 4, 7, 2, 1, 1, 1, 2, 1, 7, 3, 3, 4, 2, 1, 4, 6, 7, 1, 4, 1, 4, 1, 5, 3, 2]"
isfj,"[4, 4, 3, 1, 1, 4, 3, 1, 7, 6, 6, 5, 5, 7, 3, 7, 5, 4, 1, 3, 5, 3, 4, 4, 6, 5, 1, 4, 6, 2, 4, 7, 2, 4, 3, 1, 1, 1, 2, 7, 1, 2, 3, 4, 1, 6, 6, 5, 1, 3, 5, 3, 2, 7, 1, 4, 1, 4, 6, 7]"
estj,"[5, 7, 7, 4, 1, 4, 6, 1, 3, 5, 4, 3, 3, 6, 5, 2, 4, 5, 3, 3, 4, 5, 1, 7, 3, 3, 3, 3, 4, 3, 3, 6, 1, 7, 4, 7, 3, 4, 4, 5, 1, 4, 2, 3, 1, 3, 3, 6, 3, 7, 6, 4, 7, 7, 1, 3, 2, 5, 1, 7]"
estj,"[2, 7, 5, 1, 5, 5, 1, 2, 3, 3, 7, 1, 7, 1, 7, 7, 3, 6, 2, 4, 3, 2, 7, 7, 3, 5, 7, 3, 7, 6, 3, 5, 4, 2, 4, 6, 7, 2, 1, 3, 5, 2, 7, 4, 2, 1, 5, 4, 2, 6, 5, 5, 5, 3, 5, 1, 4, 7, 5, 6]"
isfj,"[4, 1, 6, 3, 4, 7, 3, 7, 6, 7, 6, 4, 1, 5, 3, 7, 3, 4, 4, 3, 2, 6, 2, 2, 4, 4, 6, 7, 6, 2, 2, 1, 1, 5, 2, 4, 7, 2, 3, 1, 2, 1, 5, 7, 5, 3, 5, 5, 2, 7, 5, 7, 3, 7, 2, 7, 1, 2, 2, 7]"
isfp,"[2, 5, 6, 6, 1, 1, 7, 3, 5, 2, 5, 3, 5, 3, 6, 6, 2, 1, 7, 2, 1, 5, 2, 1, 5, 1, 2, 4, 5, 4, 3, 2, 1, 5, 6, 3, 2, 1, 5, 7, 1, 5, 7, 6, 2, 5, 1, 1, 4, 6, 3, 3, 2, 4, 4, 7, 5, 7, 6, 4]"
istj,"[4, 5, 2, 7, 6, 2, 1, 1, 6, 7, 4, 7, 1, 2, 3, 1, 7, 1, 7, 7, 4, 4, 6, 1, 1, 1, 6, 7, 3, 7, 5, 3, 7, 7, 5, 3, 5, 3, 6, 4, 6, 1, 5, 3, 5, 7, 4, 3, 1, 7, 4, 1, 6, 6, 3, 2, 7, 7, 7, 4]"
estp,"[4, 1, 4, 2, 6, 5, 3, 6, 7, 4, 1, 5, 1, 3, 6, 1, 1, 1, 4, 2, 1, 2, 2, 6, 3, 1, 4, 7, 3, 2, 6, 2, 1, 1, 6, 7, 3, 2, 5, 2, 5, 2, 5, 1, 3, 4, 3, 5, 4, 7, 2, 7, 5, 5, 5, 1, 5, 4, 7, 6]"
isfp,"[3, 6, 4, 4, 2, 2, 4, 5, 6, 7, 3, 3, 7, 1, 1, 1, 5, 2, 1, 7, 2, 6, 2, 4, 1, 7, 6, 6, 3, 3, 3, 1, 7, 1, 6, 4, 5, 1, 5, 1, 5, 6, 7, 5, 4, 5, 7, 5, 7, 5, 1, 7, 5, 2, 3, 2, 7, 5, 3, 1]"
infp,"[5, 6, 3, 7, 2, 3, 1, 5, 7, 2, 6, 7, 2, 6, 6, 7, 5, 7, 7, 3, 1, 2, 2, 2, 5, 5, 2, 3, 2, 2, 7, 2, 1, 3, 6, 2, 7, 5, 5, 4, 2, 2, 1, 4, 3, 5, 7, 5, 3, 3, 2, 5, 2, 1, 5, 6, 2, 2, 1, 4]"
isfp,"[6, 6, 3, 7, 1, 4, 4, 3, 6, 7, 6, 3, 6, 3, 2, 7, 2, 7, 3, 4, 3, 4, 6, 2, 4, 3, 3, 7, 4, 6, 1, 6, 4, 7, 6, 2, 6, 6, 1, 5, 3, 1, 1, 7, 7, 5, 1, 3, 3, 4, 1, 4, 3, 4, 6, 2, 7, 1, 5, 3]"
estp,"[5, 5, 5, 1, 7, 4, 2, 7, 4, 6, 4, 2, 5, 3, 3, 1, 3, 6, 3, 5, 5, 1, 6, 6, 5, 2, 1, 5, 7, 7, 4, 5, 4, 3, 4, 5, 6, 6, 1, 7, 2, 3, 3, 1, 4, 4, 2, 1, 4, 5, 6, 1, 6, 7, 3, 3, 5, 2, 4, 1]"
isfp,"[5, 4, 4, 2, 7, 6, 7, 6, 4, 1, 4, 1, 3, 5, 4, 3, 3, 4, 7, 4, 6, 4, 7, 3, 6, 7, 7, 3, 4, 1, 2, 1, 6, 7, 6, 2, 5, 3, 7, 5, 4, 5, 4, 7, 6, 4, 6, 4, 6, 1, 4, 4, 5, 5, 2, 5, 5, 3, 1, 2]"
esfp,"[1, 2, 4, 6, 2, 3, 3, 7, 3, 6, 6, 5, 4, 3, 7, 2, 3, 2, 7, 6, 6, 2, 5, 3, 3, 4, 1, 7, 1, 4, 2, 2, 7, 5, 7, 5, 2, 2, 6, 1, 1, 7, 5, 1, 2, 1, 4, 4, 7, 5, 7, 7, 2, 3, 3, 2, 4, 5, 1, 4]"
infj,"[7, 3, 4, 3, 4, 3, 7, 3, 3, 4, 7, 3, 7, 3, 5, 7, 6, 4, 5, 7, 6, 3, 2, 3, 7, 5, 1, 5, 6, 3, 2, 5, 2, 1, 2, 3, 5, 3, 5, 2, 5, 6, 2, 4, 7, 1, 7, 3, 4, 5, 2, 6, 3, 5, 7, 6, 3, 3, 2, 5]"
isfj,"[4, 1, 3, 2, 3, 4, 3, 7, 2, 6, 4, 7, 1, 7, 6, 3, 4, 5, 3, 2, 5, 5, 2, 1, 2, 5, 7, 2, 1, 3, 2, 3, 2, 2, 4, 3, 2, 3, 2, 3, 7, 2, 4, 7, 2, 4, 4, 1, 3, 4, 4, 3, 6, 7, 7, 4, 5, 3, 1, 1]"
intp,"[6, 2, 2, 7, 6, 4, 7, 6, 2, 6, 7, 3, 6, 2, 7, 5, 3, 2, 6, 4, 2, 4, 1, 1, 4, 4, 7, 3, 7, 5, 7, 6, 2, 6, 7, 3, 6, 7, 7, 7, 2, 7, 4, 3, 1, 6, 4, 6, 3, 7, 4, 2, 7, 4, 1, 6, 4, 2, 3, 6]"
estp,"[1, 3, 5, 7, 7, 3, 6, 4, 1, 4, 4, 2, 7, 3, 5, 1, 6, 5, 5, 7, 7, 5, 4, 7, 3, 3, 4, 7, 4, 5, 7, 3, 6, 7, 4, 3, 2, 4, 7, 7, 3, 4, 2, 1, 1, 6, 2, 2, 4, 3, 3, 5, 6, 4, 5, 5, 3, 7, 6, 4]"
enfj,"[2, 2, 7, 3, 2, 4, 5, 7, 5, 5, 7, 7, 7, 1, 5, 7, 4, 7, 7, 3, 5, 2, 7, 2, 1, 4, 6, 1, 1, 3, 2, 7, 5, 1, 6, 4, 1, 5, 6, 1, 3, 1, 7, 1, 1, 7, 7, 5, 6, 5, 7, 4, 4, 6, 6, 2, 1, 6, 1, 4]"
entp,"[1, 1, 5, 1, 3, 5, 2, 5, 4, 4, 6, 6, 2, 2, 1, 2, 2, 4, 3, 5, 7, 1, 2, 6, 6, 2, 6, 3, 7, 6, 1, 4, 6, 7, 5, 6, 3, 3, 6, 7, 2, 1, 1, 6, 5, 4, 2, 6, 6, 6, 7, 6, 3, 3, 1, 1, 4, 2, 2, 1]"
estj,"[2, 6, 4, 1, 2, 2, 7, 6, 5, 1, 1, 2, 2, 1, 2, 2, 6, 2, 6, 6, 4, 2, 6, 6, 1, 4, 3, 7, 4, 7, 3, 4, 6, 4, 1, 7, 2, 5, 5, 6, 4, 2, 7, 1, 5, 7, 4, 6, 5, 6, 5, 7, 7, 7, 2, 7, 4, 7, 4, 3]"
istp,"[3, 3, 6, 7, 1, 7, 5, 7, 3, 4, 6, 4, 4, 7, 2, 4, 2, 3, 2, 3, 3, 5, 6, 5, 1, 6, 5, 2, 3, 1, 1, 2, 2, 3, 3, 4, 2, 5, 1, 1, 3, 6, 6, 2, 2, 1, 2, 2, 7, 2, 2, 2, 5, 4, 6, 1, 4, 3, 4, 4]"
intp,"[4, 1, 1, 6, 6, 4, 3, 6, 7, 3, 4, 4, 5, 7, 3, 6, 4, 4, 6, 3, 7, 2, 1, 1, 4, 1, 2, 4, 5, 4, 2, 3, 1, 6, 2, 6, 3, 4, 4, 3, 6, 2, 3, 1, 6, 3, 1, 6, 7, 4, 5, 5, 2, 1, 1, 6, 1, 1, 1, 1]"
istj,"[2, 2, 1, 6, 6, 5, 2, 6, 2, 3, 2, 7, 1, 5, 1, 6, 6, 6, 1, 5, 7, 6, 5, 7, 4, 5, 6, 2, 7, 1, 2, 1, 3, 5, 2, 6, 2, 1, 3, 2, 3, 5, 7, 2, 6, 6, 7, 1, 1, 3, 1, 7, 4, 6, 5, 4, 4, 4, 2, 7]"
isfp,"[6, 7, 5, 3, 4, 3, 6, 3, 2, 6, 5, 4, 5, 7, 1, 6, 2, 6, 3, 7, 7, 4, 2, 4, 4, 6, 7, 4, 1, 7, 1, 3, 4, 7, 7, 2, 7, 5, 4, 3, 7, 3, 5, 4, 7, 1, 1, 1, 7, 4, 4, 3, 3, 7, 1, 3, 1, 5, 4, 6]"
esfp,"[6, 7, 1, 6, 6, 7, 3, 3, 4, 1, 1, 5, 5, 4, 7, 5, 3, 2, 5, 4, 1, 1, 7, 7, 3, 4, 6, 2, 4, 1, 1, 7, 5, 5, 6, 5, 5, 7, 7, 5, 6, 1, 1, 5, 5, 3, 4, 2, 6, 3, 3, 4, 3, 3, 2, 7, 6, 1, 6, 6]"
istp,"[3, 7, 3, 2, 7, 3, 3, 4, 1, 6, 6, 2, 5, 4, 6, 3, 1, 3, 6, 7, 4, 1, 1, 5, 5, 2, 3, 1, 3, 7, 5, 7, 2, 6, 4, 7, 2, 1, 4, 6, 6, 1, 3, 6, 1, 1, 2, 1, 5, 7, 6, 6, 7, 3, 2, 5, 5, 6, 6, 6]"
isfp,"[2, 6, 6, 5, 6, 3, 7, 1, 6, 6, 7, 1, 2, 4, 4, 4, 6, 6, 6, 7, 2, 5, 7, 7, 3, 5, 5, 7, 3, 2, 7, 1, 1, 5, 6, 5, 2, 6, 2, 5, 7, 3, 6, 6, 4, 6, 6, 3, 6, 5, 1, 1, 5, 5, 2, 6, 3, 6, 7, 6]"
istj,"[4, 3, 6, 3, 2, 3, 7, 1, 4, 6, 6, 6, 2, 3, 3, 3, 7, 4, 6, 2, 7, 3, 7, 1, 7, 1, 5, 7, 1, 4, 1, 6, 1, 4, 2, 5, 7, 4, 6, 3, 7, 1, 5, 3, 2, 5, 6, 2, 4, 1, 6, 3, 6, 7, 4, 4, 4, 5, 4, 5]"
isfp,"[2, 4, 5, 5, 1, 4, 4, 5, 7, 7, 7, 6, 3, 5, 3, 5, 1, 5, 3, 1, 7, 3, 6, 2, 6, 5, 4, 3, 5, 3, 1, 4, 4, 4, 2, 3, 7, 2, 3, 7, 3, 6, 7, 5, 1, 6, 5, 5, 7, 2, 3, 1, 3, 1, 5, 4, 1, 4, 6, 7]"
istp,"[1, 3, 7, 4, 7, 7, 2, 6, 3, 6, 2, 3, 7, 4, 4, 5, 1, 1, 5, 7, 2, 7, 6, 2, 1, 7, 1, 2, 7, 3, 5, 7, 2, 2, 5, 7, 3, 7, 7, 6, 1, 7, 6, 3, 6, 3, 4, 5, 3, 6, 3, 2, 6, 2, 3, 3, 3, 3, 7, 2]"
enfp,"[5, 1, 1, 1, 5, 6, 6, 2, 6, 1, 6, 7, 2, 5, 3, 4, 3, 1, 3, 4, 6, 2, 5, 6, 4, 5, 4, 6, 2, 6, 6, 4, 5, 5, 2, 1, 5, 4, 2, 4, 5, 7, 2, 3, 1, 2, 3, 2, 2, 1, 7, 4, 3, 4, 5, 1, 4, 1, 7, 6]"
istj,"[4, 2, 5, 4, 5, 2, 2, 7, 5, 5, 1, 3, 1, 7, 3, 5, 4, 1, 4, 5, 1, 5, 2, 6, 3, 7, 7, 5, 3, 4, 2, 7, 1, 4, 4, 2, 4, 3, 2, 1, 4, 6, 1, 6, 6, 1, 7, 5, 3, 7, 5, 5, 2, 1, 6, 1, 6, 7, 1, 1]"
istj,"[6, 6, 2, 4, 3, 1, 7, 4, 6, 6, 6, 5, 6, 3, 1, 5, 5, 6, 4, 3, 2, 4, 7, 6, 2, 5, 4, 1, 2, 6, 4, 6, 3, 5, 2, 7, 4, 4, 1, 2, 4, 6, 5, 2, 4, 2, 4, 6, 5, 1, 6, 1, 3, 6, 3, 1, 6, 5, 6, 5]"
estj,"[3, 4, 3, 6, 5, 5, 3, 1, 4, 2, 7, 5, 1, 1, 4, 4, 4, 6, 3, 2, 7, 4, 1, 7, 2, 6, 6, 5, 5, 1, 1, 5, 1, 5, 6, 6, 6, 6, 4, 6, 4, 4, 7, 1, 2, 5, 5, 4, 1, 5, 2, 6, 5, 7, 1, 4, 2, 7, 5, 6]"
istj,"[3, 6, 5, 2, 1, 3, 6, 1, 7, 4, 6, 1, 7, 6, 1, 2, 7, 6, 2, 6, 5, 2, 5, 4, 3, 2, 5, 2, 7, 1, 3, 5, 3, 6, 4, 4, 1, 5, 1, 3, 3, 5, 7, 1, 3, 4, 1, 4, 5, 4, 4, 4, 2, 4, 2, 1, 1, 2, 2, 2]"
isfp,"[3, 7, 7, 7, 4, 3, 4, 6, 5, 4, 5, 7, 7, 4, 2, 1, 2, 1, 7, 2, 2, 5, 7, 3, 1, 7, 4, 5, 6, 3, 7, 1, 2, 5, 1, 2, 6, 2, 7, 6, 3, 6, 3, 5, 4, 4, 3, 7, 5, 5, 4, 2, 4, 3, 5, 2, 3, 1, 6, 5]"
esfp,"[3, 2, 3, 1, 6, 4, 6, 6, 3, 1, 7, 3, 2, 2, 3, 2, 3, 1, 2, 3, 6, 5, 5, 7, 1, 7, 7, 4, 4, 5, 7, 3, 1, 2, 4, 2, 4, 6, 5, 2, 3, 5, 7, 2, 1, 6, 5, 5, 7, 3, 1, 4, 2, 2, 3, 1, 6, 6, 1, 1]"
esfp,"[2, 4, 7, 5, 2, 2, 3, 6, 4, 2, 3, 2, 7, 7, 3, 5, 1, 2, 6, 5, 6, 7, 6, 4, 1, 5, 3, 1, 6, 7, 2, 7, 3, 4, 3, 2, 7, 1, 1, 7, 5, 6, 7, 4, 3, 1, 4, 5, 2, 3, 2, 4, 1, 4, 5, 1, 6, 1, 2, 4]"
infp,"[2, 5, 6, 1, 2, 5, 2, 3, 3, 5, 7, 1, 6, 4, 4, 2, 5, 5, 2, 6, 3, 7, 6, 3, 3, 4, 6, 2, 2, 7, 6, 6, 3, 3, 3, 5, 1, 6, 2, 7, 3, 6, 3, 6, 6, 7, 7, 4, 2, 1, 1, 3, 7, 1, 6, 6, 2, 7, 7, 7]"
enfj,"[3, 3, 7, 1, 3, 7, 4, 5, 6, 2, 6, 3, 2, 1, 3, 3, 3, 1, 3, 2, 1, 2, 3, 5, 7, 6, 5, 2, 3, 3, 4, 2, 7, 6, 4, 5, 5, 6, 7, 2, 7, 5, 2, 6, 5, 1, 3, 3, 2, 7, 3, 4, 2, 5, 6, 7, 5, 5, 3, 3]"
entp,"[5, 4, 1, 7, 7, 4, 2, 6, 4, 3, 7, 4, 7, 2, 1, 5, 4, 6, 1, 5, 4, 7, 4, 6, 7, 4, 6, 7, 5, 6, 6, 6, 4, 6, 1, 6, 7, 1, 2, 7, 3, 6, 3, 1, 2, 5, 4, 1, 6, 2, 7, 6, 1, 3, 7, 3, 1, 6, 2, 7]"
istp,"[6, 6, 1, 3, 7, 1, 1, 6, 6, 7, 2, 6, 1, 5, 5, 5, 5, 1, 5, 7, 6, 6, 2, 4, 4, 5, 4, 2, 7, 5, 6, 7, 2, 7, 2, 5, 4, 3, 7, 6, 4, 4, 4, 1, 1, 3, 4, 2, 5, 4, 4, 5, 5, 7, 1, 3, 1, 7, 6, 5]"
esfp,"[3, 4, 4, 5, 4, 5, 7, 7, 2, 4, 7, 7, 4, 1, 7, 3, 7, 6, 4, 4, 4, 2, 7, 3, 1, 1, 2, 5, 3, 4, 5, 5, 5, 1, 3, 6, 7, 1, 7, 1, 4, 7, 5, 6, 4, 3, 6, 1, 7, 1, 3, 5, 1, 1, 2, 7, 7, 7, 6, 7]"
esfp,"[5, 3, 3, 5, 1, 7, 4, 7, 7, 1, 7, 5, 5, 6, 6, 5, 2, 3, 2, 5, 1, 1, 4, 1, 5, 7, 6, 5, 2, 2, 2, 1, 6, 1, 1, 3, 6, 7, 5, 6, 7, 5, 5, 4, 6, 1, 6, 1, 6, 6, 6, 4, 2, 5, 7, 6, 7, 7, 7, 5]"
esfp,"[4, 5, 6, 4, 3, 2, 4, 4, 1, 3, 1, 1, 3, 3, 2, 6, 6, 7, 1, 3, 5, 5, 2, 3, 1, 2, 2, 6, 4, 2, 2, 1, 4, 7, 7, 6, 6, 1, 5, 2, 3, 1, 6, 6, 2, 6, 1, 1, 2, 4, 2, 3, 3, 2, 4, 3, 6, 4, 4, 1]"
intj,"[6, 6, 1, 4, 4, 4, 1, 2, 5, 5, 1, 6, 3, 5, 3, 1, 5, 7, 3, 1, 4, 4, 6, 2, 4, 1, 5, 2, 7, 7, 7, 3, 7, 1, 4, 6, 6, 4, 4, 3, 4, 4, 1, 2, 2, 5, 6, 3, 2, 1, 1, 4, 4, 7, 4, 7, 3, 4, 1, 5]"
infp,"[5, 2, 3, 6, 7, 3, 5, 6, 5, 5, 5, 7, 3, 5, 5, 2, 3, 2, 5, 2, 1, 2, 3, 2, 4, 7, 7, 6, 2, 6, 5, 4, 2, 2, 7, 7, 2, 1, 7, 2, 6, 3, 6, 3, 7, 4, 1, 7, 7, 7, 6, 6, 1, 2, 6, 1, 1, 1, 4, 3]"
istj,"[2, 6, 5, 6, 1, 6, 1, 6, 5, 5, 5, 7, 3, 7, 5, 3, 7, 1, 4, 2, 4, 2, 7, 2, 1, 3, 2, 3, 2, 6, 1, 7, 2, 1, 6, 7, 4, 1, 2, 6, 7, 3, 7, 5, 1, 7, 2, 6, 7, 4, 1, 5, 5, 5, 7, 6, 7, 3, 1, 7]"
estj,"[3, 7, 4, 1, 1, 4, 2, 1, 7, 1, 4, 6, 3, 3, 7, 5, 1, 2, 6, 5, 4, 7, 1, 7, 2, 5, 1, 6, 6, 2, 2, 7, 1, 2, 1, 5, 3, 7, 6, 3, 2, 3, 6, 2, 7, 7, 4, 7, 5, 2, 2, 4, 3, 6, 1, 2, 4, 2, 2, 5]"
estp,"[3, 5, 3, 5, 6, 7, 6, 7, 2, 2, 4, 2, 3, 4, 6, 2, 5, 5, 5, 5, 2, 3, 4, 1, 2, 1, 6, 4, 5, 6, 2, 3, 1, 5, 3, 2, 7, 4, 2, 6, 3, 6, 2, 1, 3, 5, 3, 3, 1, 4, 6, 6, 6, 1, 7, 2, 7, 5, 7, 6]"
enfj,"[1, 7, 7, 1, 4, 4, 5, 7, 2, 6, 5, 7, 2, 5, 2, 6, 6, 7, 5, 4, 1, 7, 1, 3, 4, 7, 7, 2, 1, 6, 6, 7, 6, 3, 4, 7, 7, 5, 6, 1, 6, 2, 2, 7, 6, 3, 5, 6, 3, 3, 3, 6, 7, 4, 5, 1, 7, 5, 1, 2]"
isfp,"[1, 3, 3, 4, 1, 2, 3, 6, 2, 2, 2, 6, 6, 7, 3, 1, 2, 2, 5, 6, 4, 2, 7, 7, 7, 7, 3, 3, 4, 3, 1, 2, 5, 3, 7, 6, 4, 6, 7, 1, 5, 7, 7, 3, 3, 6, 2, 1, 6, 7, 1, 6, 2, 2, 3, 6, 6, 4, 5, 7]"
intj,"[2, 4, 6, 3, 7, 3, 6, 3, 2, 4, 5, 5, 1, 1, 3, 4, 2, 2, 6, 3, 5, 3, 5, 4, 5, 3, 7, 5, 3, 1, 5, 1, 1, 3, 5, 2, 3, 4, 5, 4, 5, 5, 4, 6, 4, 4, 2, 4, 3, 3, 2, 7, 7, 5, 4, 2, 1, 4, 1, 2]"
istj,"[2, 2, 5, 2, 4, 4, 5, 1, 3, 6, 3, 2, 2, 2, 5, 3, 7, 4, 5, 7, 2, 2, 1, 2, 3, 4, 7, 5, 7, 2, 6, 4, 5, 1, 1, 5, 3, 3, 5, 6, 2, 6, 5, 3, 5, 6, 5, 7, 3, 1, 2, 2, 1, 4, 4, 4, 4, 3, 1, 1]"
isfj,"[2, 2, 6, 2, 3, 3, 7, 5, 7, 7, 6, 5, 1, 1, 2, 4, 5, 1, 2, 7, 3, 1, 7, 4, 7, 2, 6, 5, 4, 3, 7, 7, 1, 7, 4, 7, 2, 6, 4, 1, 2, 6, 6, 3, 2, 7, 2, 2, 2, 2, 2, 4, 3, 1, 4, 7, 4, 4, 1, 6]"
intj,"[7, 2, 5, 4, 3, 1, 7, 3, 6, 7, 3, 2, 6, 3, 2, 2, 2, 5, 7, 6, 5, 6, 2, 3, 3, 2, 1, 2, 4, 7, 2, 3, 7, 6, 2, 1, 3, 6, 3, 4, 2, 2, 6, 3, 5, 7, 2, 7, 5, 2, 5, 6, 7, 6, 6, 7, 3, 1, 2, 2]"
istp,"[5, 5, 6, 6, 6, 1, 1, 6, 7, 7, 1, 1, 5, 3, 1, 1, 5, 7, 2, 6, 5, 1, 3, 6, 7, 3, 1, 5, 7, 4, 7, 7, 6, 5, 5, 3, 1, 7, 4, 6, 3, 2, 1, 2, 1, 4, 5, 7, 6, 5, 1, 7, 6, 4, 3, 5, 5, 7, 3, 5]"
isfp,"[1, 6, 6, 4, 4, 3, 5, 5, 5, 2, 5, 2, 2, 6, 1, 5, 3, 1, 2, 3, 4, 7, 1, 1, 1, 4, 2, 6, 7, 3, 6, 1, 1, 2, 5, 1, 1, 4, 5, 3, 6, 3, 4, 7, 7, 4, 6, 4, 1, 5, 4, 3, 1, 2, 5, 7, 1, 1, 6, 4]"
